DateTime,open,high,low,close,actual,mid,SD,lower,upper
2025-02-01 09:16:00,2353830,2359160,2352475,2353605,2353.605,2353.3586740681576,0.8387516526548542,2352.5199224155026,2354.1974257208126
2025-02-01 09:17:00,2353540,2353585,2351555,2352220,2352.22,2353.4447468803523,0.8238563943735914,2352.6208904859786,2354.268603274726
2025-02-01 09:18:00,2352240,2352665,2350360,2350380,2350.38,2353.0284699071335,1.040959974096872,2351.9875099330366,2354.0694298812305
2025-02-01 09:19:00,2350425,2350895,2349920,2350555,2350.555,2352.2852954802806,1.6437249108426308,2350.641570569438,2353.9290203911232
2025-02-01 09:20:00,2350375,2350375,2349260,2349840,2349.84,2351.9225809071513,1.3338038365492797,2350.588777070602,2353.2563847437004
2025-02-01 09:21:00,2349850,2349980,2348010,2348710,2348.71,2351.347419721934,1.4268845398706824,2349.9205351820633,2352.7743042618044
2025-02-01 09:22:00,2348490,2349825,2347970,2348860,2348.86,2350.649209767078,1.677261512069814,2348.971948255008,2352.326471279148
2025-02-01 09:23:00,2348760,2349650,2348110,2349650,2349.65,2350.2558306698697,1.361174858165522,2348.894655811704,2351.6170055280354
2025-02-01 09:24:00,2349650,2350240,2349075,2349370,2349.37,2350.1635420314337,0.9591704746080066,2349.2043715568257,2351.122712506042
2025-02-01 09:25:00,2349195,2349730,2348955,2349440,2349.44,2349.9324156241496,0.9323075071621003,2349.0001081169876,2350.8647231313116
2025-02-01 09:26:00,2349415,2349905,2349095,2349345,2349.345,2349.8343089902246,0.867498656756576,2348.966810333468,2350.7018076469813
2025-02-01 09:27:00,2349240,2350230,2349060,2350095,2350.095,2349.702531529748,0.8579160219363201,2348.8446155078113,2350.5604475516843
2025-02-01 09:28:00,2350155,2350230,2349405,2349875,2349.875,2349.863084098575,0.8423670353385485,2349.0207170632366,2350.705451133914
2025-02-01 09:29:00,2349780,2350585,2349405,2350330,2350.33,2349.8250700221197,0.8138725949626273,2349.011197427157,2350.638942617082
2025-02-01 09:30:00,2350280,2350775,2349925,2350670,2350.67,2349.997348789533,0.8534120858113804,2349.143936703722,2350.8507608753443
2025-02-01 09:31:00,2351005,2353270,2350620,2353270,2353.27,2350.168751837919,0.8906061334353397,2349.2781457044834,2351.0593579713545
2025-02-01 09:32:00,2353335,2358950,2353330,2358395,2358.395,2351.121349804908,1.8442105806416094,2349.277139224266,2352.9655603855495
2025-02-01 09:33:00,2358430,2358430,2355165,2355735,2355.735,2353.2120637826433,4.0034656242100395,2349.2085981584332,2357.2155294068534
2025-02-01 09:34:00,2355750,2356425,2355535,2355895,2355.895,2353.4784505190214,2.127257139725945,2351.3511933792956,2355.605707658747
2025-02-01 09:35:00,2355990,2357305,2355990,2356265,2356.265,2354.186112923307,1.6825646974789767,2352.503548225828,2355.868677620786
2025-02-01 09:36:00,2356280,2356640,2355245,2355380,2355.38,2354.6701802263538,1.474095548048337,2353.1960846783054,2356.144275774402
2025-02-01 09:37:00,2355330,2355505,2353850,2354790,2354.79,2354.772272087059,1.0009074446167714,2353.771364642442,2355.7731795316754
2025-02-01 09:38:00,2354855,2356005,2354855,2355845,2355.845,2354.7513639898357,0.8376718753938674,2353.913692114442,2355.5890358652296
2025-02-01 09:39:00,2355840,2356115,2354850,2355100,2355.1,2355.1084951778357,1.000239234007979,2354.1082559438278,2356.1087344118437
2025-02-01 09:40:00,2355125,2355170,2354515,2354980,2354.98,2355.012681891429,0.837523659797122,2354.175158231632,2355.8502055512263
2025-02-01 09:41:00,2355015,2355015,2354295,2354355,2354.355,2355.027144794165,0.8133623178366947,2354.213782476328,2355.840507112002
2025-02-01 09:42:00,2354380,2356560,2354305,2356550,2356.55,2354.8072328681874,0.885448400342221,2353.921784467845,2355.6926812685297
2025-02-01 09:43:00,2356590,2356635,2355910,2356175,2356.175,2355.424973581253,1.238422488460553,2354.186551092793,2356.6633960697136
2025-02-01 09:44:00,2356095,2356765,2355910,2356765,2356.765,2355.5051545463666,0.9657051664272834,2354.5394493799395,2356.4708597127938
2025-02-01 09:45:00,2356640,2356745,2355780,2355885,2355.885,2355.889386377217,1.0688446158752265,2354.8205417613417,2356.958230993092
2025-02-01 09:46:00,2355880,2356115,2355410,2356040,2356.04,2355.787830941262,0.8488224379642386,2354.939008503298,2356.6366533792266
2025-02-01 09:47:00,2355955,2357500,2355955,2357320,2357.32,2355.8953903015895,0.8257411366855335,2355.069649164904,2356.721131438275
2025-02-01 09:48:00,2357175,2357845,2357175,2357410,2357.41,2356.3254697436937,1.1109368264761421,2355.2145329172176,2357.4364065701698
2025-02-01 09:49:00,2357455,2357855,2357165,2357575,2357.575,2356.562128895098,1.0326589292161126,2355.5294699658816,2357.594787824314
2025-02-01 09:50:00,2357560,2357840,2357145,2357385,2357.385,2356.826156951827,1.0006099197107887,2355.8255470321164,2357.826766871538
2025-02-01 09:51:00,2357320,2357470,2356825,2357430,2357.43,2356.9370493515366,0.8888717919606933,2356.048177559576,2357.8259211434975
2025-02-01 09:52:00,2357435,2357620,2356915,2356975,2356.975,2357.066665424804,0.8614389657404093,2356.2052264590634,2357.9281043905444
2025-02-01 09:53:00,2356915,2358035,2356780,2358035,2358.035,2357.0034057689663,0.8179831249473404,2356.185422644019,2357.8213888939135
2025-02-01 09:54:00,2358030,2358550,2357670,2357830,2357.83,2357.351624480808,0.9791357430151328,2356.372488737793,2358.330760223823
2025-02-01 09:55:00,2357925,2358370,2357530,2357825,2357.825,2357.414697674305,0.8721884222290031,2356.542509252076,2358.286886096534
2025-02-01 09:56:00,2357700,2358475,2357645,2358225,2358.225,2357.5301998712675,0.8467345252306497,2356.683465346037,2358.376934396498
2025-02-01 09:57:00,2358415,2358415,2353255,2355945,2355.945,2357.7235234284753,0.8945633552722169,2356.8289600732032,2358.6180867837475
2025-02-01 09:58:00,2356075,2356895,2355310,2356280,2356.28,2357.1012144263796,1.2536253974746208,2355.847589028905,2358.354839823854
2025-02-01 09:59:00,2356305,2356305,2355080,2355620,2355.62,2356.9993321165985,0.9845795388957685,2356.014752577703,2357.983911655494
2025-02-01 10:00:00,2355665,2356090,2355510,2356065,2356.065,2356.58233299026,1.1121169424634758,2355.4702160477964,2357.6944499327237
2025-02-01 10:01:00,2355805,2356125,2355590,2355920,2355.92,2356.5246588966143,0.8994837888815613,2355.6251751077325,2357.424142685496
2025-02-01 10:02:00,2355960,2356060,2355050,2355280,2355.28,2356.3452500334834,0.8828355032151952,2355.4624145302682,2357.2280855366985
2025-02-01 10:03:00,2355265,2356200,2355260,2355925,2355.925,2356.0494569010207,0.9967635495221224,2355.0526933514984,2357.046220450543
2025-02-01 10:04:00,2355960,2356585,2355960,2356345,2356.345,2356.08652969041,0.8395747432848704,2355.246954947125,2356.926104433695
2025-02-01 10:05:00,2356415,2356545,2355675,2355955,2355.955,2356.1599837525405,0.8250233234598652,2355.3349604290806,2356.9850070760003
2025-02-01 10:06:00,2356065,2358805,2355065,2355485,2355.485,2356.0749220730086,0.8187672047217163,2355.256154868287,2356.89368927773
2025-02-01 10:07:00,2355500,2356955,2355290,2356835,2356.835,2355.907390356043,0.8693533028657745,2355.038037053177,2356.776743658909
2025-02-01 10:08:00,2356815,2356945,2355640,2356170,2356.17,2356.2493477488206,0.9552878498176367,2355.294059899003,2357.204635598638
2025-02-01 10:09:00,2356270,2356280,2355725,2355955,2355.955,2356.134705168273,0.8315061923354995,2355.3031989759374,2356.966211360608
2025-02-01 10:10:00,2355960,2356180,2355540,2355815,2355.815,2356.106797233712,0.8179636728132728,2355.2888335608986,2356.924760906525
2025-02-01 10:11:00,2355680,2356355,2355680,2355820,2355.82,2356.0202374976075,0.8252589040971305,2355.1949785935103,2356.8454964017046
2025-02-01 10:12:00,2355755,2356205,2355475,2355965,2355.965,2355.9784075396633,0.8184659608624802,2355.159941578801,2356.7968735005256
2025-02-01 10:13:00,2356045,2356265,2355355,2355685,2355.685,2355.984998482749,0.8105966055489846,2355.1744018771997,2356.795595088298
2025-02-01 10:14:00,2355800,2355980,2355245,2355335,2355.335,2355.8868097892196,0.8251163429332251,2355.0616934462864,2356.7119261321527
2025-02-01 10:15:00,2355345,2355590,2354910,2355590,2355.59,2355.7349552637183,0.8630393494963643,2354.871915914222,2356.5979946132147
2025-02-01 10:16:00,2355570,2356255,2355570,2356230,2356.23,2355.727920692645,0.820392042478247,2354.907528650167,2356.548312735123
2025-02-01 10:17:00,2356435,2356980,2356285,2356750,2356.75,2355.891208371686,0.8537735903195081,2355.0374347813663,2356.7449819620056
2025-02-01 10:18:00,2356750,2356750,2355835,2355975,2355.975,2356.1248122125003,0.9349355557233218,2355.189876656777,2357.0597477682236
2025-02-01 10:19:00,2355960,2357150,2355960,2356545,2356.545,2356.015751203125,0.8311522517427633,2355.184598951382,2356.846903454868
2025-02-01 10:20:00,2356560,2357845,2356505,2357215,2357.215,2356.2143676365044,0.85980408835468,2355.3545635481496,2357.0741717248593
2025-02-01 10:21:00,2357230,2357390,2356005,2356020,2356.02,2356.48437539451,0.9748273457654861,2355.509548048745,2357.4592027402755
2025-02-01 10:22:00,2356275,2356365,2355770,2356005,2356.005,2356.26467175056,0.8693898500702715,2355.39528190049,2357.13406160063
2025-02-01 10:23:00,2356030,2356265,2355860,2356235,2356.235,2356.238431636878,0.8292675741252054,2355.4091640627526,2357.0676992110034
2025-02-01 10:24:00,2356140,2356950,2355570,2356740,2356.74,2356.244167257284,0.8120407050382614,2355.432126552246,2357.0562079623223
